2,6588,3,6588,84055
9,28870,4,28870,79592
10,24093,2,24093,4643
15,29027,5,29027,6569
30,24165,3,24165,25862
9,12480,2,12480,72352
7,4721,3,4721,43344
21,18476,3,18476,53154
15,9419,1,9419,18854
16,8526,1,8526,53591
15,11299,4,11299,70526
24,4893,4,4893,47463
8,8803,2,8803,7909
18,25928,4,25928,69203
17,24612,3,24612,77449
1,7253,2,7253,57177
2,10016,3,10016,16794
7,27712,5,27712,88135
2,14603,1,14603,35422
7,8511,3,8511,64955
22,15785,2,15785,7328
23,2514,5,2514,31334
27,22965,1,22965,40024
26,1488,5,1488,19394
22,7003,5,7003,74659
12,12703,5,12703,37240
14,1228,1,1228,4336
15,11862,4,11862,65150
28,20044,5,20044,85891
29,25749,5,25749,49067
25,27484,5,27484,85409
26,25105,2,25105,61646
1,8080,2,8080,13719
26,17187,1,17187,13860
21,7284,1,7284,93934
6,5472,3,5472,30136
27,22660,4,22660,35312
22,24699,3,24699,72103
16,2994,4,2994,95288
27,9706,3,9706,85396
31,18922,1,18922,99193
17,23028,2,23028,32333
6,16713,4,16713,100636
27,7615,5,7615,62453
30,25020,4,25020,14138
4,16778,2,16778,24487
5,4433,3,4433,41606
23,13129,1,13129,22253
13,9602,5,9602,22077
23,20288,4,20288,39222
27,25148,1,25148,95470
27,28453,3,28453,30381
8,12809,5,12809,79502
7,4309,3,4309,49215
16,11289,3,11289,59230
20,27742,5,27742,78298
3,12472,2,12472,8440
5,28320,2,28320,31607
17,13629,3,13629,67401
23,19996,1,19996,46340
9,10631,3,10631,63518
3,16203,3,16203,3525
31,27912,1,27912,15862
1,13477,1,13477,77890
3,6052,1,6052,24029
1,3780,5,3780,47567
29,10192,1,10192,43289
31,17882,3,17882,19952
5,27903,2,27903,39285
2,24395,3,24395,37815
19,3022,5,3022,83590
27,27315,2,27315,55295
20,27706,3,27706,33290
30,3502,4,3502,83113
16,18987,2,18987,10823
8,27477,2,27477,90931
19,21666,1,21666,77253
19,19298,4,19298,10963
21,12276,4,12276,82781
3,13311,4,13311,71612
5,26516,2,26516,54726
27,7354,3,7354,90532
3,15349,1,15349,67259
22,18406,1,18406,20262
30,18750,2,18750,27677
31,6067,1,6067,32449
13,19072,3,19072,49188
19,1516,4,1516,64894
17,25098,2,25098,13387
27,12316,5,12316,29180
21,13616,3,13616,22483
18,19783,2,19783,38143
8,3268,3,3268,72985
16,7233,1,7233,63213
17,23062,4,23062,49367
21,19664,2,19664,57584
21,28616,5,28616,93383
13,3560,1,3560,95881
19,14905,4,14905,39709
8,6648,1,6648,23408
9,5600,5,5600,46409
24,28841,2,28841,44330
29,10176,2,10176,68513
8,6337,1,6337,16015
17,13479,4,13479,9465
27,11579,2,11579,82704
5,14341,1,14341,52169
8,23395,1,23395,67636
23,11889,4,11889,88454
15,28389,4,28389,27042
25,15355,1,15355,50526
29,25499,3,25499,32196
30,22118,5,22118,6782
18,10504,5,10504,92051
19,25891,2,25891,44007
7,26802,3,26802,44863
24,28329,4,28329,42057
29,9325,2,9325,40228
6,12644,4,12644,47275
6,20409,3,20409,61607
23,11935,1,11935,17921
20,16061,5,16061,77159
16,23771,4,23771,89493
11,23288,5,23288,25282
27,7881,5,7881,94312
15,892,3,892,71858
26,18393,4,18393,20694
4,11611,2,11611,52146
27,16185,1,16185,91288
9,10198,2,10198,28886
15,18912,2,18912,32602
1,17538,5,17538,80221
23,28995,2,28995,68815
18,16321,3,16321,6501
11,6414,4,6414,35168
16,25902,5,25902,81063
10,7265,2,7265,32196
31,26281,5,26281,31922
14,20458,3,20458,32393
18,1060,4,1060,95385
25,12254,5,12254,79414
21,22737,4,22737,74613
17,11754,1,11754,51692
4,6210,4,6210,50498
7,27781,4,27781,63020
17,8546,2,8546,78888
30,18617,2,18617,39790
6,24991,5,24991,18695
21,19989,4,19989,71816
22,1362,2,1362,45390
27,16423,4,16423,33592
23,23349,2,23349,77826
21,4716,3,4716,68923
24,2525,1,2525,71475
20,5909,1,5909,27425
7,20547,1,20547,83020
12,23779,4,23779,88907
28,15579,4,15579,86314
5,18255,1,18255,46150
11,17528,2,17528,40029
27,12576,4,12576,78648
11,27257,1,27257,38989
10,22702,4,22702,58459
15,26252,3,26252,86790
18,20368,5,20368,6521
24,20144,5,20144,23468
11,1577,5,1577,49230
26,26584,5,26584,12290
23,17818,3,17818,5315
4,6601,2,6601,29549
26,17415,1,17415,11090
11,4177,4,4177,17587
31,9836,1,9836,76949
3,7944,3,7944,13461
13,19655,3,19655,32373
7,24020,4,24020,25379
28,25658,1,25658,14954
9,23739,4,23739,5536
29,3981,4,3981,82294
19,6132,3,6132,63149
5,5995,3,5995,24795
6,8599,2,8599,7026
9,18466,3,18466,43797
1,17220,3,17220,87765
10,15039,2,15039,39228
3,8945,4,8945,63609
20,19238,2,19238,54941
20,25393,3,25393,82282
12,29257,5,29257,46603
20,8138,4,8138,31874
20,23609,3,23609,38931
1,4619,5,4619,24600
13,22586,4,22586,84886
9,8689,2,8689,63988
30,17298,3,17298,15460
7,17007,1,17007,9077
16,26414,4,26414,54108
22,8656,3,8656,40918
28,24887,3,24887,44407
8,1638,5,1638,42698
7,17709,4,17709,66369
1,5993,5,5993,80922
16,7231,4,7231,91516
11,6893,5,6893,41568
1,12621,3,12621,11140
14,3331,4,3331,91491
31,3868,5,3868,6524
18,21929,3,21929,91117
28,21434,4,21434,40881
31,7184,5,7184,30620
20,8137,3,8137,64866
2,25184,3,25184,99460
4,10070,2,10070,61581
29,10942,5,10942,19992
30,21130,3,21130,13724
10,2012,1,2012,36833
5,16625,5,16625,98082
14,21803,5,21803,13002
1,7489,4,7489,67600
4,7998,1,7998,94154
2,25287,2,25287,87965
31,13701,4,13701,4461
14,22678,4,22678,54311
10,20581,2,20581,5829
18,8162,3,8162,53344
2,8480,2,8480,80925
22,29041,2,29041,80783
30,26656,1,26656,101204
9,21065,1,21065,33155
21,13413,3,13413,37859
27,757,1,757,46649
20,8234,2,8234,40571
8,27702,1,27702,52285
4,11578,4,11578,88167
22,8219,1,8219,50292
14,25511,4,25511,20797
6,28761,1,28761,16062
19,27741,4,27741,10743
15,24562,1,24562,48810
27,10258,2,10258,7782
26,750,3,750,22130
20,3660,4,3660,67172
25,7082,1,7082,33639
19,9729,5,9729,77423
8,7894,5,7894,6241
4,9174,2,9174,8582
15,14793,5,14793,79468
2,25612,4,25612,91642
24,17364,4,17364,27440
7,27754,5,27754,35219
11,9807,1,9807,71055
24,19273,1,19273,56752
29,23860,3,23860,73076
1,15902,2,15902,91768
15,20696,2,20696,16196
3,22040,3,22040,60231
10,13202,5,13202,11394
12,16578,1,16578,6144
22,20289,3,20289,33393
13,2028,1,2028,49377
27,17525,4,17525,72724
18,24143,5,24143,51933
12,22266,1,22266,20507
13,21167,5,21167,55131
9,11432,5,11432,60240
15,3587,2,3587,61407
2,20046,2,20046,84607
2,22476,4,22476,80718
15,6350,1,6350,36108
11,27955,3,27955,39933
5,6040,4,6040,63656
26,2560,2,2560,71939
19,20031,4,20031,38790
24,7787,1,7787,5976
23,13183,5,13183,81335
17,6030,4,6030,65347
25,7191,1,7191,69331
26,2954,5,2954,46249
14,4118,3,4118,12981
26,28311,5,28311,8048
3,23317,5,23317,31371
1,12119,3,12119,40307
7,10787,4,10787,88629
10,1947,1,1947,100127
3,19574,2,19574,23135
18,21135,4,21135,98401
15,12096,2,12096,76343
9,7729,2,7729,37153
6,15731,1,15731,26817
23,1150,5,1150,12173
4,20716,5,20716,74748
23,14530,5,14530,11226
17,7281,5,7281,34165
2,11389,5,11389,16411
11,9787,4,9787,43252
2,14490,4,14490,94508
30,16109,5,16109,54275
15,17993,4,17993,76764
15,13770,2,13770,10965
5,15583,1,15583,38592
14,1622,4,1622,8023
10,1761,5,1761,56413
3,4019,5,4019,81639
24,7140,2,7140,54575
26,28638,4,28638,39136
22,19970,5,19970,96836
8,25555,4,25555,19377
14,23293,3,23293,85656
4,19276,3,19276,28109
19,23494,5,23494,23581
4,13703,5,13703,98639
3,5986,5,5986,8078
6,5533,2,5533,8660
15,12362,4,12362,99817
20,3882,1,3882,54675
8,25941,1,25941,44698
15,15292,1,15292,24086
2,10389,4,10389,13594
24,1571,1,1571,79958
2,7633,1,7633,36171
19,3327,4,3327,89793
13,20442,3,20442,59090
27,14665,5,14665,91775
10,5923,1,5923,39951
27,23064,4,23064,86171
4,27925,3,27925,60218
26,17254,5,17254,96447
15,12742,4,12742,77850
28,15827,5,15827,47044
22,20912,1,20912,92637
7,815,1,815,57726
21,2317,1,2317,56752
20,21125,2,21125,15942
9,9334,1,9334,39789
16,20015,2,20015,83547
2,7039,3,7039,5848
3,12229,5,12229,83039
21,9611,3,9611,38171
4,13390,2,13390,101373
23,12103,2,12103,7208
2,24813,3,24813,7860
6,26517,5,26517,25790
9,5510,1,5510,75901
3,25176,2,25176,85675
26,20277,1,20277,77137
25,25577,3,25577,22794
13,20637,3,20637,78643
3,10983,4,10983,89644
30,15979,4,15979,59799
28,13266,3,13266,55579
16,11537,2,11537,28795
13,22703,3,22703,58479
10,17907,4,17907,18532
4,28476,5,28476,76145
19,16056,1,16056,14966
24,17182,4,17182,54383
17,12353,3,12353,70644
29,18149,5,18149,77252
10,9572,1,9572,29129
26,22140,1,22140,102211
25,11781,3,11781,47231
31,2814,3,2814,92108
15,10811,1,10811,37911
1,3481,5,3481,100503
23,24026,2,24026,27097
14,4944,5,4944,68297
19,11495,1,11495,40748
4,8456,3,8456,48728
2,27069,2,27069,4813
11,3682,1,3682,50713
30,21077,1,21077,14700
27,26564,2,26564,79993
11,25086,5,25086,37003
12,6357,1,6357,61397
14,12424,5,12424,96831
9,11261,4,11261,69069
31,19449,3,19449,73511
30,16868,4,16868,82388
20,18670,2,18670,87638
8,14208,1,14208,83251
25,16229,1,16229,61287
22,24643,3,24643,100729
10,4257,4,4257,54074
13,10292,4,10292,49724
9,26402,4,26402,97829
18,25776,2,25776,88565
1,2009,3,2009,9709
9,12378,2,12378,19764
6,12674,2,12674,57210
1,8187,2,8187,92748
25,17256,5,17256,100988
26,27367,4,27367,67479
28,11879,4,11879,88289
27,8138,3,8138,61802
31,8348,4,8348,68026
19,1809,3,1809,88360
5,26188,1,26188,75523
4,11135,4,11135,4018
22,9540,2,9540,29196
8,6997,1,6997,100917
25,10362,4,10362,54923
12,22665,1,22665,6421
2,9697,4,9697,20494
16,13900,4,13900,7517
7,5500,5,5500,91877
2,4077,3,4077,10020
24,5030,4,5030,49053
20,24421,3,24421,66865
24,29250,5,29250,38086
3,18692,5,18692,65945
6,1629,5,1629,86071
1,7426,1,7426,43924
14,24942,2,24942,27788
16,26953,4,26953,72993
31,8120,5,8120,82199
15,19591,4,19591,43565
26,28575,5,28575,62272
23,27338,2,27338,87170
21,8281,5,8281,25250
4,25093,3,25093,72382
26,19914,2,19914,83644
17,2565,5,2565,83746
27,20544,1,20544,5291
7,8809,1,8809,35963
30,903,3,903,9584
22,4337,4,4337,17961
22,14254,2,14254,70352
19,22816,5,22816,12800
3,15942,4,15942,77768
23,5936,4,5936,77533
3,16739,1,16739,26094
8,7419,2,7419,38456
13,10893,3,10893,50689
11,18004,2,18004,58819
9,21327,3,21327,30608
8,20048,3,20048,55951
29,14503,3,14503,4081
3,19460,1,19460,90244
31,9185,2,9185,49249
28,27242,5,27242,5861
14,24897,2,24897,63385
13,15425,1,15425,95400
16,8520,3,8520,21859
30,5115,5,5115,18346
15,10764,2,10764,68703
16,10569,3,10569,10708
28,21689,4,21689,70990
13,15282,5,15282,97754
17,18051,1,18051,55562
25,27722,3,27722,57402
21,24383,2,24383,51502
12,20041,2,20041,52317
18,15091,4,15091,84949
12,13023,5,13023,73009
19,19224,4,19224,55837
10,16206,3,16206,33258
27,26028,2,26028,89120
27,8809,5,8809,56156
15,7370,1,7370,34602
25,14134,3,14134,38693
18,19139,1,19139,84979
26,21064,4,21064,89823
18,24630,2,24630,40896
18,29316,5,29316,77259
7,15597,3,15597,54863
2,21384,3,21384,87366
31,22945,1,22945,91897
28,19774,2,19774,36669
9,15133,5,15133,37883
22,16366,1,16366,92185
14,4047,4,4047,20622
14,11886,3,11886,66895
29,10269,2,10269,17576
19,3108,5,3108,58702
31,13746,3,13746,85468
25,7011,4,7011,94247
16,16781,3,16781,24595
8,26006,4,26006,85365
27,18432,5,18432,53036
30,19104,2,19104,88374
31,22798,2,22798,33794
14,19069,4,19069,88076
18,21771,1,21771,94915
12,6444,4,6444,17261
9,27831,4,27831,44257
25,13645,5,13645,60326
20,24175,5,24175,82386
28,24822,1,24822,65725
6,17991,4,17991,83176
6,19844,4,19844,27298
4,25935,1,25935,69846
13,18059,5,18059,97677
10,11941,5,11941,40285
16,11995,4,11995,22577
6,18569,1,18569,49724
20,20532,4,20532,16853
13,13481,1,13481,99823
8,11231,3,11231,62953
24,11252,5,11252,55363
9,7311,1,7311,62654
4,5101,3,5101,35763
4,28504,4,28504,39667
18,6422,4,6422,61468
15,20978,5,20978,84733
4,26932,1,26932,92571
13,6236,5,6236,45575
18,11025,1,11025,17601
6,12544,1,12544,75661
14,2490,5,2490,67614
8,13788,3,13788,6218
29,4397,2,4397,79457
1,28426,5,28426,35853
14,5214,5,5214,88549
22,18827,2,18827,50283
12,28087,4,28087,40166
26,16584,3,16584,56536
9,24899,5,24899,40652
12,4792,2,4792,90246
9,13334,4,13334,20404
6,3539,5,3539,87159
30,25337,1,25337,55032
21,9247,3,9247,71345
21,24200,2,24200,35297
23,9976,5,9976,53523
15,23105,3,23105,26439
28,24517,2,24517,41284
21,13788,1,13788,19536
14,2354,3,2354,74570
29,3569,4,3569,51100
9,27288,4,27288,57602
1,2647,4,2647,10018
29,16771,4,16771,87824
2,15880,4,15880,71847
16,16800,1,16800,41591
15,21986,2,21986,98505
21,22040,3,22040,54154
20,12806,1,12806,63956
14,28919,4,28919,4650
16,8806,5,8806,33943
21,21612,2,21612,36538
18,18052,3,18052,70403
27,17272,5,17272,13375
10,28157,1,28157,43512
7,12860,2,12860,64846
10,19980,2,19980,23637
21,2300,3,2300,3508
20,21128,3,21128,81395
6,9561,5,9561,70829
20,14609,3,14609,15183
16,9780,2,9780,98930
16,27937,5,27937,28730
4,26081,5,26081,75842
8,24953,1,24953,25059
15,18101,1,18101,69734
15,10382,1,10382,73668
31,15848,5,15848,3715
5,29215,2,29215,24012
25,9539,5,9539,99610
5,11380,2,11380,36973
9,5199,3,5199,87100
6,13088,1,13088,77445
12,23369,2,23369,65734
3,24287,1,24287,36248
11,1650,5,1650,7680
9,2157,3,2157,56380
4,4158,3,4158,83497
12,13355,3,13355,61671
15,26212,3,26212,18033
18,28209,5,28209,86535
4,10479,2,10479,58525
31,27249,3,27249,35799
8,6968,2,6968,63405
1,1582,1,1582,98675
5,28744,1,28744,72219
8,6690,4,6690,40471
18,27146,5,27146,90231
23,15097,4,15097,76230
4,23989,4,23989,52885
13,26100,1,26100,82599
14,7930,2,7930,70818
12,3292,5,3292,30327
26,9222,1,9222,35191
17,13503,1,13503,41634
8,10402,1,10402,99127
14,22885,1,22885,53222
7,6587,5,6587,83181
3,11004,1,11004,99539
17,4492,3,4492,92660
23,7704,5,7704,68551
2,23618,4,23618,20909
30,3740,3,3740,84876
16,13571,3,13571,40543
3,18468,3,18468,45096
3,904,3,904,52849
27,16456,3,16456,82331
15,2696,4,2696,4242
14,3633,5,3633,59608
17,17607,1,17607,76522
22,4514,3,4514,78390
10,6669,5,6669,21020
31,19958,2,19958,81866
1,16429,3,16429,60398
17,20927,2,20927,35358
29,19287,1,19287,27033
31,6757,4,6757,64233
20,15059,1,15059,55023
25,11331,5,11331,89963
7,1988,2,1988,43458
13,3016,4,3016,97486
4,3954,3,3954,4702
30,9921,1,9921,20467
20,1422,5,1422,61163
12,11537,1,11537,82932
27,9429,2,9429,75934
21,18214,4,18214,11049
12,11736,3,11736,32528
18,6542,3,6542,17009
24,8171,1,8171,77536
11,25622,1,25622,28981
1,2651,3,2651,75331
30,11860,5,11860,66191
30,15082,3,15082,11757
1,12315,1,12315,15169
23,5579,1,5579,77525
2,24267,1,24267,22510
1,24295,1,24295,47376
15,10247,1,10247,15511
12,18011,3,18011,88925
28,898,4,898,50372
18,7281,2,7281,18164
10,14865,4,14865,33211
27,26565,5,26565,21133
10,27675,2,27675,49022
17,26730,3,26730,31371
26,18543,3,18543,5229
29,20207,3,20207,25969
15,24329,3,24329,48927
15,5565,2,5565,68467
15,6227,3,6227,16467
6,5461,5,5461,32524
10,25754,2,25754,72270
19,20717,5,20717,86904
15,5383,1,5383,51867
8,23486,1,23486,4106
9,28890,4,28890,71237
29,19596,5,19596,75992
16,9151,4,9151,36974
21,16980,4,16980,68066
6,3594,3,3594,102364
1,3652,4,3652,23851
2,16658,1,16658,30358
9,721,1,721,40394
13,13695,4,13695,86963
4,23655,3,23655,49153
26,23658,5,23658,90996
23,2302,1,2302,90370
4,2541,4,2541,70511
7,11682,5,11682,47653
10,16076,5,16076,44322
17,25646,4,25646,6263
15,19282,5,19282,5075
11,16939,4,16939,91636
14,18986,4,18986,61784
9,9316,3,9316,85210
30,16492,5,16492,102392
30,1856,1,1856,74756
14,18059,3,18059,88831
3,28800,4,28800,41353
24,22820,3,22820,91515
6,22516,3,22516,72330
14,28131,2,28131,75625
23,28080,2,28080,91172
10,12747,3,12747,94006
3,5561,3,5561,51575
9,5907,3,5907,17576
21,5373,2,5373,89682
31,26392,3,26392,41022
11,25486,2,25486,86593
19,21460,2,21460,27305
21,19489,1,19489,62533
8,15375,4,15375,46268
23,1884,3,1884,96732
12,28511,3,28511,9152
14,4300,2,4300,83641
21,9326,1,9326,16031
6,6355,2,6355,18227
4,2757,4,2757,88497
16,2624,5,2624,61332
1,13643,2,13643,82288
15,27953,2,27953,85820
15,2363,4,2363,51155
21,9294,1,9294,44209
17,5586,4,5586,65297
29,4445,5,4445,81376
22,20557,2,20557,46618
17,9903,1,9903,79101
31,25201,2,25201,81229
17,28220,4,28220,34046
23,20966,2,20966,92268
18,6011,2,6011,36402
16,3277,1,3277,73092
28,16546,2,16546,59311
26,27554,3,27554,5065
18,4999,4,4999,47309
3,3572,3,3572,77105
27,23879,5,23879,100441
12,16597,1,16597,93108
21,20857,2,20857,76301
12,3848,4,3848,18769
23,27788,1,27788,12185
7,4646,5,4646,62910
16,17072,2,17072,81732
4,23692,4,23692,63417
22,12124,3,12124,23068
29,5243,5,5243,82208
9,8475,4,8475,27526
23,5199,3,5199,3953
4,8924,3,8924,33384
12,17163,1,17163,51955
12,19810,5,19810,100424
22,19139,4,19139,67087
16,18276,1,18276,87789
19,12053,5,12053,15959
14,9624,3,9624,56855
22,4123,5,4123,4732
15,5165,3,5165,80541
10,22497,2,22497,40779
9,28391,2,28391,74154
14,7936,3,7936,83206
6,12397,1,12397,83041
26,4898,5,4898,31758
6,20699,5,20699,9418
19,15434,2,15434,57341
9,11101,5,11101,47013
12,608,2,608,43327
13,24907,3,24907,50787
26,18577,5,18577,47471
19,15619,3,15619,13703
21,9479,5,9479,63502
18,6033,5,6033,37487
26,12677,2,12677,40837
13,5325,5,5325,6444
23,21347,4,21347,82379
25,13742,4,13742,15624
21,8893,1,8893,45534
10,25888,2,25888,33277
5,813,5,813,19245
21,7602,1,7602,90198
9,11336,2,11336,13544
25,29107,5,29107,18181
25,10237,3,10237,47754
22,12194,4,12194,62735
23,1020,1,1020,58276
25,2216,2,2216,29541
20,27441,4,27441,45001
14,19156,3,19156,52661
2,17750,4,17750,5671
25,28204,4,28204,31548
7,13180,3,13180,5479
2,22527,2,22527,46923
26,8368,1,8368,84693
3,26531,3,26531,14795
17,2913,1,2913,15490
10,5093,2,5093,34145
3,9989,3,9989,90442
25,26452,4,26452,91203
10,18511,2,18511,6228
20,16101,5,16101,36353
13,7893,3,7893,53465
17,13660,2,13660,51326
